,WD_similar,FV_similar,WD_similar_AVG,FV_similar_AVG,compound_counts,compound_AVG,food_count,name,ingredients,SharedCompound,difference
352,{},{},0.0,0.0,"{('corn_oil', 'butter'): 0, ('corn_oil', 'pepper'): 0, ('corn_oil', 'garlic'): 0, ('corn_oil', 'potato'): 0, ('butter', 'pepper'): 1, ('butter', 'garlic'): 0, ('butter', 'potato'): 22, ('pepper', 'garlic'): 2, ('pepper', 'potato'): 70, ('garlic', 'potato'): 14}",10.9,5,Simple Baked Potato,"['oil', 'butter', 'pepper', 'garlic', 'potato']",1,0.0
353,{},{},0.0,0.0,"{('potato', 'olive_oil'): 1, ('potato', 'pepper'): 40, ('olive_oil', 'pepper'): 0}",13.666666666666666,3,The Perfect Baked Potato,"['potato', 'olive oil', 'pepper']",1,0.0
354,{},{},0.0,0.0,"{('honey', 'cinnamon'): 0, ('honey', 'pan_dulce'): 0, ('honey', 'butter'): 0, ('honey', 'sugar_apple'): 2, ('cinnamon', 'pan_dulce'): 0, ('cinnamon', 'butter'): 0, ('cinnamon', 'sugar_apple'): 0, ('pan_dulce', 'butter'): 1, ('pan_dulce', 'sugar_apple'): 0, ('butter', 'sugar_apple'): 0}",0.3,5,Cinnamon Raisin Bread,"['honey', 'cinnamon', 'yeast', 'butter', 'sugar']",1,0.0
355,{},{},0.0,0.0,"{('baked_beans', 'corn_oil'): 0, ('baked_beans', 'pepper'): 26, ('baked_beans', 'common_bean'): 28, ('baked_beans', 'garlic'): 1, ('corn_oil', 'pepper'): 0, ('corn_oil', 'common_bean'): 0, ('corn_oil', 'garlic'): 0, ('pepper', 'common_bean'): 104, ('pepper', 'garlic'): 2, ('common_bean', 'garlic'): 2}",16.3,5,How to Cook Winged Beans,"['winged beans', 'oil', 'pepper', 'bean', 'garlic']",1,0.0
356,{},{},0.0,0.0,"{('corn_oil', 'common_bean'): 0, ('corn_oil', 'grape_wine'): 0, ('corn_oil', 'garlic'): 0, ('corn_oil', 'rice'): 0, ('common_bean', 'grape_wine'): 12, ('common_bean', 'garlic'): 2, ('common_bean', 'rice'): 37, ('grape_wine', 'garlic'): 0, ('grape_wine', 'rice'): 10, ('grape_wine', 'grape_wine'): 47, ('garlic', 'rice'): 26, ('garlic', 'grape_wine'): 0, ('rice', 'grape_wine'): 12}",10.533333333333333,6,Winged Bean Garlic Stir Fry 蒜蓉炒翼豆,"['oil', 'bean', 'rice wine', 'garlic', 'rice', 'wine']",1,0.0
357,{},{},0.0,0.0,"{('chicken', 'baked_beans'): 6, ('chicken', 'fish_oil'): 0, ('chicken', 'shrimp'): 1, ('chicken', 'coconut'): 0, ('baked_beans', 'fish_oil'): 0, ('baked_beans', 'shrimp'): 1, ('baked_beans', 'coconut'): 0, ('fish_oil', 'shrimp'): 0, ('fish_oil', 'coconut'): 0, ('shrimp', 'coconut'): 0}",0.8,5,Wing Bean Salad (Yum Tua Pu),"['chicken', 'green beans', 'fish', 'shrimp', 'coconut']",1,0.0
358,{},{},0.0,0.0,"{('common_bean', 'sesame_oil'): 1, ('common_bean', 'sake'): 0, ('sesame_oil', 'sake'): 0, ('sesame_oil', 'sesame_oil'): 1, ('sake', 'sesame_oil'): 0}",0.5,4,Sesame Winged Beans,"['bean', 'sesame oil', 'sake', 'sesame seed']",1,0.0
359,{},{},0.0,0.0,"{('apricot', 'sheep__mutton_lamb_'): 4, ('apricot', 'cumin'): 1, ('apricot', 'turmeric'): 0, ('apricot', 'coriander'): 3, ('apricot', 'red_bell_pepper'): 4, ('apricot', 'spinach'): 4, ('apricot', 'garlic'): 0, ('apricot', 'caraway'): 1, ('apricot', 'lemon'): 5, ('apricot', 'greek_feta_cheese'): 0, ('apricot', 'pepper__c_chinense_'): 0, ('apricot', 'butternut_squash'): 6, ('apricot', 'yogurt'): 26, ('apricot', 'rosemary'): 0, ('apricot', 'american_cranberry'): 4, ('apricot', 'herbal_tea'): 3, ('apricot', 'honey'): 2, ('apricot', 'quinoa'): 2, ('apricot', 'soy_yogurt'): 10, ('apricot', 'orange_mint'): 0, ('apricot', 'rice'): 10, ('apricot', 'chicken'): 2, ('apricot', 'garden_onion'): 0, ('apricot', 'garden_tomato'): 23, ('apricot', 'lime'): 1, ('apricot', 'potato'): 36, ('apricot', 'red_beetroot'): 0, ('apricot', 'cottage_cheese'): 0, ('apricot', 'curry_powder'): 1, ('apricot', 'eggplant'): 3, ('apricot', 'pepper'): 17, ('sheep__mutton_lamb_', 'cumin'): 0, ('sheep__mutton_lamb_', 'turmeric'): 0, ('sheep__mutton_lamb_', 'coriander'): 0, ('sheep__mutton_lamb_', 'red_bell_pepper'): 0, ('sheep__mutton_lamb_', 'spinach'): 1, ('sheep__mutton_lamb_', 'garlic'): 0, ('sheep__mutton_lamb_', 'caraway'): 0, ('sheep__mutton_lamb_', 'lemon'): 0, ('sheep__mutton_lamb_', 'greek_feta_cheese'): 0, ('sheep__mutton_lamb_', 'pepper__c_chinense_'): 0, ('sheep__mutton_lamb_', 'butternut_squash'): 0, ('sheep__mutton_lamb_', 'yogurt'): 0, ('sheep__mutton_lamb_', 'rosemary'): 0, ('sheep__mutton_lamb_', 'american_cranberry'): 0, ('sheep__mutton_lamb_', 'herbal_tea'): 0, ('sheep__mutton_lamb_', 'honey'): 0, ('sheep__mutton_lamb_', 'sheep__mutton_lamb_'): 9, ('sheep__mutton_lamb_', 'quinoa'): 0, ('sheep__mutton_lamb_', 'soy_yogurt'): 0, ('sheep__mutton_lamb_', 'orange_mint'): 0, ('sheep__mutton_lamb_', 'rice'): 1, ('sheep__mutton_lamb_', 'chicken'): 6, ('sheep__mutton_lamb_', 'garden_onion'): 0, ('sheep__mutton_lamb_', 'garden_tomato'): 1, ('sheep__mutton_lamb_', 'lime'): 0, ('sheep__mutton_lamb_', 'potato'): 9, ('sheep__mutton_lamb_', 'red_beetroot'): 1, ('sheep__mutton_lamb_', 'cottage_cheese'): 0, ('sheep__mutton_lamb_', 'curry_powder'): 0, ('sheep__mutton_lamb_', 'eggplant'): 1, ('sheep__mutton_lamb_', 'pepper'): 0, ('cumin', 'turmeric'): 0, ('cumin', 'coriander'): 3, ('cumin', 'red_bell_pepper'): 2, ('cumin', 'spinach'): 0, ('cumin', 'garlic'): 0, ('cumin', 'caraway'): 1, ('cumin', 'lemon'): 4, ('cumin', 'greek_feta_cheese'): 0, ('cumin', 'pepper__c_chinense_'): 0, ('cumin', 'cumin'): 2, ('cumin', 'butternut_squash'): 5, ('cumin', 'yogurt'): 5, ('cumin', 'rosemary'): 0, ('cumin', 'american_cranberry'): 3, ('cumin', 'herbal_tea'): 3, ('cumin', 'honey'): 1, ('cumin', 'sheep__mutton_lamb_'): 0, ('cumin', 'quinoa'): 2, ('cumin', 'soy_yogurt'): 1, ('cumin', 'orange_mint'): 0, ('cumin', 'rice'): 8, ('cumin', 'chicken'): 1, ('cumin', 'garden_onion'): 0, ('cumin', 'garden_tomato'): 5, ('cumin', 'lime'): 1, ('cumin', 'potato'): 18, ('cumin', 'red_beetroot'): 0, ('cumin', 'cottage_cheese'): 0, ('cumin', 'curry_powder'): 1, ('cumin', 'eggplant'): 2, ('cumin', 'pepper'): 8, ('turmeric', 'coriander'): 0, ('turmeric', 'red_bell_pepper'): 0, ('turmeric', 'spinach'): 0, ('turmeric', 'garlic'): 0, ('turmeric', 'caraway'): 0, ('turmeric', 'lemon'): 0, ('turmeric', 'greek_feta_cheese'): 0, ('turmeric', 'pepper__c_chinense_'): 0, ('turmeric', 'cumin'): 0, ('turmeric', 'butternut_squash'): 0, ('turmeric', 'yogurt'): 1, ('turmeric', 'rosemary'): 0, ('turmeric', 'american_cranberry'): 0, ('turmeric', 'herbal_tea'): 0, ('turmeric', 'honey'): 0, ('turmeric', 'sheep__mutton_lamb_'): 0, ('turmeric', 'quinoa'): 0, ('turmeric', 'soy_yogurt'): 0, ('turmeric', 'orange_mint'): 0, ('turmeric', 'rice'): 0, ('turmeric', 'chicken'): 0, ('turmeric', 'garden_onion'): 0, ('turmeric', 'garden_tomato'): 0, ('turmeric', 'lime'): 0, ('turmeric', 'potato'): 2, ('turmeric', 'red_beetroot'): 0, ('turmeric', 'cottage_cheese'): 0, ('turmeric', 'curry_powder'): 1, ('turmeric', 'eggplant'): 0, ('turmeric', 'pepper'): 0, ('coriander', 'red_bell_pepper'): 8, ('coriander', 'spinach'): 5, ('coriander', 'garlic'): 1, ('coriander', 'caraway'): 2, ('coriander', 'lemon'): 4, ('coriander', 'coriander'): 7, ('coriander', 'greek_feta_cheese'): 0, ('coriander', 'pepper__c_chinense_'): 0, ('coriander', 'cumin'): 1, ('coriander', 'butternut_squash'): 5, ('coriander', 'yogurt'): 7, ('coriander', 'rosemary'): 1, ('coriander', 'american_cranberry'): 3, ('coriander', 'herbal_tea'): 3, ('coriander', 'honey'): 1, ('coriander', 'sheep__mutton_lamb_'): 0, ('coriander', 'quinoa'): 2, ('coriander', 'soy_yogurt'): 1, ('coriander', 'orange_mint'): 0, ('coriander', 'rice'): 35, ('coriander', 'chicken'): 7, ('coriander', 'garden_onion'): 1, ('coriander', 'garden_tomato'): 9, ('coriander', 'lime'): 2, ('coriander', 'potato'): 24, ('coriander', 'red_beetroot'): 0, ('coriander', 'cottage_cheese'): 1, ('coriander', 'curry_powder'): 1, ('coriander', 'eggplant'): 4, ('coriander', 'pepper'): 28, ('red_bell_pepper', 'spinach'): 5, ('red_bell_pepper', 'garlic'): 1, ('red_bell_pepper', 'caraway'): 2, ('red_bell_pepper', 'lemon'): 5, ('red_bell_pepper', 'coriander'): 4, ('red_bell_pepper', 'greek_feta_cheese'): 0, ('red_bell_pepper', 'pepper__c_chinense_'): 0, ('red_bell_pepper', 'cumin'): 1, ('red_bell_pepper', 'butternut_squash'): 6, ('red_bell_pepper', 'yogurt'): 16, ('red_bell_pepper', 'rosemary'): 1, ('red_bell_pepper', 'american_cranberry'): 4, ('red_bell_pepper', 'herbal_tea'): 3, ('red_bell_pepper', 'honey'): 1, ('red_bell_pepper', 'sheep__mutton_lamb_'): 0, ('red_bell_pepper', 'quinoa'): 2, ('red_bell_pepper', 'soy_yogurt'): 1, ('red_bell_pepper', 'orange_mint'): 0, ('red_bell_pepper', 'rice'): 36, ('red_bell_pepper', 'chicken'): 7, ('red_bell_pepper', 'garden_onion'): 2, ('red_bell_pepper', 'garden_tomato'): 22, ('red_bell_pepper', 'lime'): 2, ('red_bell_pepper', 'potato'): 37, ('red_bell_pepper', 'red_beetroot'): 1, ('red_bell_pepper', 'cottage_cheese'): 1, ('red_bell_pepper', 'curry_powder'): 1, ('red_bell_pepper', 'eggplant'): 5, ('red_bell_pepper', 'pepper'): 43, ('spinach', 'garlic'): 1, ('spinach', 'caraway'): 1, ('spinach', 'lemon'): 1, ('spinach', 'coriander'): 1, ('spinach', 'greek_feta_cheese'): 0, ('spinach', 'pepper__c_chinense_'): 0, ('spinach', 'cumin'): 0, ('spinach', 'butternut_squash'): 0, ('spinach', 'yogurt'): 13, ('spinach', 'rosemary'): 1, ('spinach', 'american_cranberry'): 0, ('spinach', 'herbal_tea'): 0, ('spinach', 'honey'): 1, ('spinach', 'sheep__mutton_lamb_'): 4, ('spinach', 'quinoa'): 0, ('spinach', 'soy_yogurt'): 9, ('spinach', 'orange_mint'): 0, ('spinach', 'rice'): 27, ('spinach', 'chicken'): 7, ('spinach', 'garden_onion'): 1, ('spinach', 'garden_tomato'): 6, ('spinach', 'lime'): 1, ('spinach', 'potato'): 12, ('spinach', 'red_beetroot'): 0, ('spinach', 'cottage_cheese'): 1, ('spinach', 'curry_powder'): 0, ('spinach', 'eggplant'): 3, ('spinach', 'pepper'): 21, ('garlic', 'caraway'): 1, ('garlic', 'lemon'): 0, ('garlic', 'coriander'): 1, ('garlic', 'greek_feta_cheese'): 0, ('garlic', 'pepper__c_chinense_'): 0, ('garlic', 'garlic'): 3, ('garlic', 'cumin'): 0, ('garlic', 'butternut_squash'): 0, ('garlic', 'yogurt'): 10, ('garlic', 'rosemary'): 1, ('garlic', 'american_cranberry'): 0, ('garlic', 'herbal_tea'): 0, ('garlic', 'honey'): 0, ('garlic', 'sheep__mutton_lamb_'): 0, ('garlic', 'quinoa'): 0, ('garlic', 'soy_yogurt'): 0, ('garlic', 'orange_mint'): 0, ('garlic', 'rice'): 26, ('garlic', 'chicken'): 6, ('garlic', 'garden_onion'): 1, ('garlic', 'garden_tomato'): 4, ('garlic', 'lime'): 1, ('garlic', 'potato'): 14, ('garlic', 'red_beetroot'): 0, ('garlic', 'cottage_cheese'): 1, ('garlic', 'curry_powder'): 0, ('garlic', 'eggplant'): 2, ('garlic', 'pepper'): 21, ('caraway', 'lemon'): 4, ('caraway', 'coriander'): 4, ('caraway', 'greek_feta_cheese'): 0, ('caraway', 'pepper__c_chinense_'): 0, ('caraway', 'garlic'): 1, ('caraway', 'cumin'): 1, ('caraway', 'butternut_squash'): 5, ('caraway', 'yogurt'): 7, ('caraway', 'rosemary'): 1, ('caraway', 'american_cranberry'): 3, ('caraway', 'herbal_tea'): 3, ('caraway', 'honey'): 1, ('caraway', 'sheep__mutton_lamb_'): 0, ('caraway', 'quinoa'): 2, ('caraway', 'soy_yogurt'): 1, ('caraway', 'orange_mint'): 0, ('caraway', 'rice'): 34, ('caraway', 'chicken'): 7, ('caraway', 'garden_onion'): 1, ('caraway', 'garden_tomato'): 9, ('caraway', 'lime'): 2, ('caraway', 'potato'): 24, ('caraway', 'red_beetroot'): 0, ('caraway', 'cottage_cheese'): 1, ('caraway', 'curry_powder'): 1, ('caraway', 'eggplant'): 4, ('caraway', 'pepper'): 28, ('lemon', 'coriander'): 3, ('lemon', 'greek_feta_cheese'): 1, ('lemon', 'pepper__c_chinense_'): 0, ('lemon', 'garlic'): 0, ('lemon', 'cumin'): 1, ('lemon', 'butternut_squash'): 5, ('lemon', 'yogurt'): 18, ('lemon', 'rosemary'): 1, ('lemon', 'american_cranberry'): 5, ('lemon', 'herbal_tea'): 3, ('lemon', 'honey'): 2, ('lemon', 'sheep__mutton_lamb_'): 0, ('lemon', 'quinoa'): 2, ('lemon', 'soy_yogurt'): 10, ('lemon', 'orange_mint'): 0, ('lemon', 'rice'): 9, ('lemon', 'chicken'): 2, ('lemon', 'garden_onion'): 1, ('lemon', 'garden_tomato'): 7, ('lemon', 'lime'): 1, ('lemon', 'potato'): 44, ('lemon', 'red_beetroot'): 2, ('lemon', 'cottage_cheese'): 0, ('lemon', 'curry_powder'): 1, ('lemon', 'eggplant'): 3, ('lemon', 'pepper'): 13, ('greek_feta_cheese', 'pepper__c_chinense_'): 0, ('greek_feta_cheese', 'garlic'): 0, ('greek_feta_cheese', 'cumin'): 0, ('greek_feta_cheese', 'butternut_squash'): 0, ('greek_feta_cheese', 'yogurt'): 2, ('greek_feta_cheese', 'rosemary'): 1, ('greek_feta_cheese', 'american_cranberry'): 0, ('greek_feta_cheese', 'herbal_tea'): 0, ('greek_feta_cheese', 'honey'): 0, ('greek_feta_cheese', 'sheep__mutton_lamb_'): 0, ('greek_feta_cheese', 'quinoa'): 0, ('greek_feta_cheese', 'soy_yogurt'): 0, ('greek_feta_cheese', 'orange_mint'): 0, ('greek_feta_cheese', 'rice'): 0, ('greek_feta_cheese', 'chicken'): 0, ('greek_feta_cheese', 'garden_onion'): 0, ('greek_feta_cheese', 'garden_tomato'): 0, ('greek_feta_cheese', 'lime'): 0, ('greek_feta_cheese', 'potato'): 20, ('greek_feta_cheese', 'red_beetroot'): 0, ('greek_feta_cheese', 'cottage_cheese'): 0, ('greek_feta_cheese', 'curry_powder'): 0, ('greek_feta_cheese', 'eggplant'): 0, ('greek_feta_cheese', 'pepper'): 1, ('pepper__c_chinense_', 'garlic'): 0, ('pepper__c_chinense_', 'cumin'): 0, ('pepper__c_chinense_', 'butternut_squash'): 0, ('pepper__c_chinense_', 'yogurt'): 0, ('pepper__c_chinense_', 'rosemary'): 0, ('pepper__c_chinense_', 'american_cranberry'): 0, ('pepper__c_chinense_', 'herbal_tea'): 0, ('pepper__c_chinense_', 'honey'): 0, ('pepper__c_chinense_', 'sheep__mutton_lamb_'): 0, ('pepper__c_chinense_', 'quinoa'): 0, ('pepper__c_chinense_', 'soy_yogurt'): 0, ('pepper__c_chinense_', 'orange_mint'): 0, ('pepper__c_chinense_', 'rice'): 0, ('pepper__c_chinense_', 'chicken'): 0, ('pepper__c_chinense_', 'garden_onion'): 0, ('pepper__c_chinense_', 'garden_tomato'): 0, ('pepper__c_chinense_', 'lime'): 0, ('pepper__c_chinense_', 'potato'): 0, ('pepper__c_chinense_', 'red_beetroot'): 0, ('pepper__c_chinense_', 'cottage_cheese'): 0, ('pepper__c_chinense_', 'curry_powder'): 0, ('pepper__c_chinense_', 'eggplant'): 0, ('pepper__c_chinense_', 'pepper'): 0, ('butternut_squash', 'yogurt'): 14, ('butternut_squash', 'rosemary'): 0, ('butternut_squash', 'american_cranberry'): 4, ('butternut_squash', 'herbal_tea'): 3, ('butternut_squash', 'honey'): 1, ('butternut_squash', 'sheep__mutton_lamb_'): 0, ('butternut_squash', 'quinoa'): 2, ('butternut_squash', 'soy_yogurt'): 1, ('butternut_squash', 'orange_mint'): 0, ('butternut_squash', 'rice'): 9, ('butternut_squash', 'chicken'): 1, ('butternut_squash', 'garlic'): 0, ('butternut_squash', 'garden_onion'): 0, ('butternut_squash', 'garden_tomato'): 17, ('butternut_squash', 'lime'): 1, ('butternut_squash', 'potato'): 29, ('butternut_squash', 'red_beetroot'): 0, ('butternut_squash', 'cottage_cheese'): 0, ('butternut_squash', 'curry_powder'): 1, ('butternut_squash', 'eggplant'): 2, ('butternut_squash', 'pepper'): 14, ('yogurt', 'rosemary'): 2, ('yogurt', 'american_cranberry'): 4, ('yogurt', 'herbal_tea'): 3, ('yogurt', 'honey'): 2, ('yogurt', 'sheep__mutton_lamb_'): 0, ('yogurt', 'quinoa'): 2, ('yogurt', 'soy_yogurt'): 11, ('yogurt', 'orange_mint'): 0, ('yogurt', 'rice'): 35, ('yogurt', 'chicken'): 8, ('yogurt', 'garlic'): 2, ('yogurt', 'garden_onion'): 1, ('yogurt', 'garden_tomato'): 22, ('yogurt', 'lime'): 2, ('yogurt', 'potato'): 75, ('yogurt', 'red_beetroot'): 0, ('yogurt', 'cottage_cheese'): 1, ('yogurt', 'curry_powder'): 2, ('yogurt', 'eggplant'): 4, ('yogurt', 'pepper'): 37, ('rosemary', 'american_cranberry'): 0, ('rosemary', 'herbal_tea'): 0, ('rosemary', 'honey'): 0, ('rosemary', 'sheep__mutton_lamb_'): 0, ('rosemary', 'quinoa'): 0, ('rosemary', 'soy_yogurt'): 0, ('rosemary', 'orange_mint'): 0, ('rosemary', 'rice'): 28, ('rosemary', 'chicken'): 6, ('rosemary', 'garlic'): 1, ('rosemary', 'garden_onion'): 1, ('rosemary', 'garden_tomato'): 4, ('rosemary', 'lime'): 1, ('rosemary', 'potato'): 26, ('rosemary', 'red_beetroot'): 0, ('rosemary', 'cottage_cheese'): 1, ('rosemary', 'curry_powder'): 0, ('rosemary', 'eggplant'): 3, ('rosemary', 'pepper'): 21, ('american_cranberry', 'herbal_tea'): 3, ('american_cranberry', 'honey'): 2, ('american_cranberry', 'sheep__mutton_lamb_'): 0, ('american_cranberry', 'quinoa'): 2, ('american_cranberry', 'soy_yogurt'): 1, ('american_cranberry', 'orange_mint'): 0, ('american_cranberry', 'rice'): 9, ('american_cranberry', 'chicken'): 1, ('american_cranberry', 'garlic'): 0, ('american_cranberry', 'garden_onion'): 0, ('american_cranberry', 'garden_tomato'): 17, ('american_cranberry', 'lime'): 1, ('american_cranberry', 'potato'): 29, ('american_cranberry', 'red_beetroot'): 1, ('american_cranberry', 'cottage_cheese'): 0, ('american_cranberry', 'curry_powder'): 1, ('american_cranberry', 'eggplant'): 2, ('american_cranberry', 'pepper'): 17, ('herbal_tea', 'honey'): 1, ('herbal_tea', 'sheep__mutton_lamb_'): 0, ('herbal_tea', 'quinoa'): 2, ('herbal_tea', 'soy_yogurt'): 1, ('herbal_tea', 'orange_mint'): 0, ('herbal_tea', 'rice'): 8, ('herbal_tea', 'chicken'): 1, ('herbal_tea', 'garlic'): 0, ('herbal_tea', 'garden_onion'): 0, ('herbal_tea', 'garden_tomato'): 5, ('herbal_tea', 'lime'): 1, ('herbal_tea', 'potato'): 18, ('herbal_tea', 'red_beetroot'): 0, ('herbal_tea', 'cottage_cheese'): 0, ('herbal_tea', 'curry_powder'): 1, ('herbal_tea', 'eggplant'): 2, ('herbal_tea', 'pepper'): 8, ('honey', 'sheep__mutton_lamb_'): 0, ('honey', 'quinoa'): 2, ('honey', 'soy_yogurt'): 10, ('honey', 'orange_mint'): 0, ('honey', 'rice'): 8, ('honey', 'chicken'): 2, ('honey', 'garlic'): 0, ('honey', 'garden_onion'): 0, ('honey', 'garden_tomato'): 6, ('honey', 'lime'): 1, ('honey', 'potato'): 23, ('honey', 'red_beetroot'): 0, ('honey', 'cottage_cheese'): 0, ('honey', 'curry_powder'): 1, ('honey', 'eggplant'): 2, ('honey', 'pepper'): 10, ('quinoa', 'soy_yogurt'): 1, ('quinoa', 'orange_mint'): 0, ('quinoa', 'rice'): 8, ('quinoa', 'chicken'): 1, ('quinoa', 'garlic'): 0, ('quinoa', 'garden_onion'): 0, ('quinoa', 'garden_tomato'): 5, ('quinoa', 'lime'): 1, ('quinoa', 'potato'): 18, ('quinoa', 'red_beetroot'): 0, ('quinoa', 'cottage_cheese'): 0, ('quinoa', 'curry_powder'): 1, ('quinoa', 'eggplant'): 2, ('quinoa', 'pepper'): 8, ('soy_yogurt', 'orange_mint'): 0, ('soy_yogurt', 'rice'): 8, ('soy_yogurt', 'chicken'): 2, ('soy_yogurt', 'garlic'): 0, ('soy_yogurt', 'garden_onion'): 0, ('soy_yogurt', 'garden_tomato'): 6, ('soy_yogurt', 'lime'): 1, ('soy_yogurt', 'potato'): 23, ('soy_yogurt', 'red_beetroot'): 0, ('soy_yogurt', 'cottage_cheese'): 0, ('soy_yogurt', 'curry_powder'): 1, ('soy_yogurt', 'eggplant'): 2, ('soy_yogurt', 'pepper'): 9, ('orange_mint', 'rice'): 0, ('orange_mint', 'chicken'): 0, ('orange_mint', 'garlic'): 0, ('orange_mint', 'garden_onion'): 0, ('orange_mint', 'garden_tomato'): 0, ('orange_mint', 'lime'): 0, ('orange_mint', 'potato'): 0, ('orange_mint', 'red_beetroot'): 0, ('orange_mint', 'cottage_cheese'): 0, ('orange_mint', 'curry_powder'): 0, ('orange_mint', 'eggplant'): 0, ('orange_mint', 'pepper'): 0, ('rice', 'chicken'): 7, ('rice', 'garlic'): 1, ('rice', 'garden_onion'): 2, ('rice', 'garden_tomato'): 23, ('rice', 'lime'): 2, ('rice', 'potato'): 37, ('rice', 'red_beetroot'): 1, ('rice', 'cottage_cheese'): 1, ('rice', 'curry_powder'): 1, ('rice', 'eggplant'): 7, ('rice', 'pepper'): 35, ('rice', 'rice'): 40, ('chicken', 'garlic'): 1, ('chicken', 'garden_onion'): 1, ('chicken', 'garden_tomato'): 10, ('chicken', 'lime'): 2, ('chicken', 'potato'): 37, ('chicken', 'red_beetroot'): 1, ('chicken', 'cottage_cheese'): 1, ('chicken', 'curry_powder'): 1, ('chicken', 'eggplant'): 4, ('chicken', 'pepper'): 29, ('chicken', 'rice'): 34, ('garden_onion', 'garden_tomato'): 5, ('garden_onion', 'lime'): 1, ('garden_onion', 'potato'): 7, ('garden_onion', 'red_beetroot'): 1, ('garden_onion', 'cottage_cheese'): 1, ('garden_onion', 'curry_powder'): 0, ('garden_onion', 'eggplant'): 3, ('garden_onion', 'pepper'): 21, ('garden_onion', 'rice'): 27, ('garden_tomato', 'lime'): 2, ('garden_tomato', 'potato'): 42, ('garden_tomato', 'red_beetroot'): 1, ('garden_tomato', 'cottage_cheese'): 1, ('garden_tomato', 'curry_powder'): 1, ('garden_tomato', 'eggplant'): 6, ('garden_tomato', 'pepper'): 38, ('garden_tomato', 'rice'): 37, ('lime', 'potato'): 24, ('lime', 'red_beetroot'): 0, ('lime', 'cottage_cheese'): 1, ('lime', 'curry_powder'): 1, ('lime', 'eggplant'): 4, ('lime', 'pepper'): 28, ('lime', 'rice'): 34, ('potato', 'red_beetroot'): 2, ('potato', 'cottage_cheese'): 1, ('potato', 'curry_powder'): 2, ('potato', 'eggplant'): 6, ('potato', 'pepper'): 40, ('potato', 'rice'): 37, ('red_beetroot', 'cottage_cheese'): 0, ('red_beetroot', 'curry_powder'): 0, ('red_beetroot', 'eggplant'): 1, ('red_beetroot', 'pepper'): 3, ('red_beetroot', 'rice'): 1, ('cottage_cheese', 'curry_powder'): 0, ('cottage_cheese', 'eggplant'): 2, ('cottage_cheese', 'pepper'): 20, ('cottage_cheese', 'rice'): 26, ('curry_powder', 'eggplant'): 2, ('curry_powder', 'pepper'): 8, ('curry_powder', 'rice'): 8, ('eggplant', 'pepper'): 29, ('eggplant', 'rice'): 38, ('pepper', 'rice'): 36}",4.908961593172119,38,Lamb recipes,"['apricot', 'lamb', 'cumin', 'turmeric', 'coriander', 'red bell pepper', 'spinach', 'garlic', 'caraway', 'lemon', 'coriander', 'halloumi', 'chile', 'garlic', 'cumin', 'squash', 'tzatziki', 'rosemary', 'barberry', 'herb', 'honey', 'lamb', 'quinoa', 'yogurt', 'mint', 'rice', 'chicken', 'garlic', 'onion', 'tomato', 'lime', 'potato', 'beetroot', 'paneer', 'curry', 'aubergine', 'pepper', 'rice']",1,0.0
360,{},{},0.0,0.0,"{('rosemary', 'pepper'): 21, ('rosemary', 'olive_oil'): 0, ('rosemary', 'potato'): 26, ('rosemary', 'cattle__beef_veal_'): 750, ('pepper', 'olive_oil'): 0, ('pepper', 'potato'): 70, ('pepper', 'cattle__beef_veal_'): 882, ('olive_oil', 'potato'): 8, ('olive_oil', 'cattle__beef_veal_'): 3, ('potato', 'cattle__beef_veal_'): 872}",263.2,5,Herb-Roasted Lamb,"['rosemary', 'pepper', 'olive oil', 'potato', 'leg']",1,0.0
361,{},{},0.0,0.0,"{('corn_oil', 'sheep__mutton_lamb_'): 0, ('corn_oil', 'common_thyme'): 0, ('corn_oil', 'pepper'): 0, ('corn_oil', 'garlic'): 0, ('corn_oil', 'potato'): 0, ('corn_oil', 'olive_oil'): 0, ('corn_oil', 'rosemary'): 0, ('sheep__mutton_lamb_', 'common_thyme'): 0, ('sheep__mutton_lamb_', 'pepper'): 0, ('sheep__mutton_lamb_', 'garlic'): 0, ('sheep__mutton_lamb_', 'potato'): 9, ('sheep__mutton_lamb_', 'olive_oil'): 1, ('sheep__mutton_lamb_', 'rosemary'): 0, ('common_thyme', 'pepper'): 21, ('common_thyme', 'garlic'): 1, ('common_thyme', 'potato'): 6, ('common_thyme', 'olive_oil'): 0, ('common_thyme', 'rosemary'): 2, ('pepper', 'garlic'): 2, ('pepper', 'potato'): 70, ('pepper', 'olive_oil'): 0, ('pepper', 'rosemary'): 2, ('garlic', 'potato'): 14, ('garlic', 'olive_oil'): 0, ('garlic', 'rosemary'): 1, ('potato', 'olive_oil'): 1, ('potato', 'rosemary'): 2, ('olive_oil', 'rosemary'): 0}",4.714285714285714,8,Roast Lamb,"['oil', 'lamb', 'thyme', 'pepper', 'garlic', 'potato', 'olive oil', 'rosemary']",1,0.0
362,{},{},0.0,0.0,"{('capers', 'flour'): 2, ('capers', 'butter'): 0, ('capers', 'lemon'): 5, ('capers', 'olive_oil'): 0, ('flour', 'butter'): 0, ('flour', 'lemon'): 4, ('flour', 'olive_oil'): 0, ('butter', 'lemon'): 1, ('butter', 'olive_oil'): 0, ('lemon', 'olive_oil'): 0}",1.2,5,Sablefish with Lemon Butter Caper Sauce,"['capers', 'flour', 'butter', 'lemon', 'olive oil']",1,0.0
